File_Path,Issue_Name,Line,Severity,Rule,Type
apache-ant-1.8.4/src/main/org/apache/tools/ant/ComponentHelper.java,【taskTypetaskType】应该作为equals的参数，而不是调用方,525,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/SortFilter.java,Use the original value instead.,365,严重,"Neither ""Math.abs"" nor negation should be used on numbers that could be ""MIN_VALUE""",bug
apache-ant-1.8.4/src/main/org/apache/tools/ant/ProjectHelper.java,常量【values】命名应全部大写并以下划线分隔,107,严重,[p3c]Constant variable names should be written in upper characters separated by underscores.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/ProjectHelper.java,常量【targetPrefix】命名应全部大写并以下划线分隔,173,严重,[p3c]Constant variable names should be written in upper characters separated by underscores.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/ProjectHelper.java,常量【prefixSeparator】命名应全部大写并以下划线分隔,201,严重,[p3c]Constant variable names should be written in upper characters separated by underscores.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/ProjectHelper.java,常量【inIncludeMode】命名应全部大写并以下划线分隔,227,严重,[p3c]Constant variable names should be written in upper characters separated by underscores.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Task.java,Catch Exception instead of Error.,360,阻断,Throwable and Error should not be caught,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Task.java,抽象类【Task】命名应以Abstract或Base开头,34,严重,[p3c]Abstract class names must start with Abstract or Base.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,904,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,907,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,910,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,977,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,980,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,980,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,983,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,983,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,986,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/FixCrLfFilter.java,【thisthis】应该作为equals的参数，而不是调用方,986,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/dispatch/DispatchTask.java,抽象类【DispatchTask】命名应以Abstract或Base开头,33,严重,[p3c]Abstract class names must start with Abstract or Base.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,Do not override the Object.finalize() method.,171,严重,The Object.finalize() method should not be overriden,CODE_SMELL
apache-ant-1.8.4/src/main/org/apache/tools/ant/DefaultLogger.java,常量【lSep】命名应全部大写并以下划线分隔,60,严重,[p3c]Constant variable names should be written in upper characters separated by underscores.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/DefaultLogger.java,【eventevent.getTarget().getName()】应该作为equals的参数，而不是调用方,215,严重,[p3c]Equals should be invoked by a constant or an object that is definitely not null.,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Use a logger to log this exception.,230,严重,Throwable.printStackTrace(...) should not be called,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Use a logger to log this exception.,838,严重,Throwable.printStackTrace(...) should not be called,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Use a logger to log this exception.,842,严重,Throwable.printStackTrace(...) should not be called,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Remove this throw statement from this finally block.,844,阻断,"Jump statements should not occur in ""finally"" blocks",BUG
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,"Use try-with-resources or close this ""PrintStream"" in a ""finally"" clause.",334,阻断,Resources should be closed,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Catch Exception instead of Throwable.,197,阻断,Throwable and Error should not be caught,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Catch Exception instead of Throwable.,229,阻断,Throwable and Error should not be caught,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,"Remove this call to ""exit"" or ensure it is really required.",245,严重,Exit methods should not be called,CODE_SMELL
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,"Make the enclosing method ""static"" or remove this set.",335,严重,"Instance methods should not write to ""static"" fields",CODE_SMELL
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,"Make the enclosing method ""static"" or remove this set.",476,严重,"Instance methods should not write to ""static"" fields",CODE_SMELL
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,"Make the enclosing method ""static"" or remove this set.",477,严重,"Instance methods should not write to ""static"" fields",CODE_SMELL
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Catch Exception instead of Error.,826,阻断,Throwable and Error should not be caught,
apache-ant-1.8.4/src/main/org/apache/tools/ant/Main.java,Catch Exception instead of Throwable.,833,阻断,Throwable and Error should not be caught,
